Problem #,Problem,Difficulty,Acceptance,LeetCode URL
321,Create Maximum Number,Hard,36.60%,https://leetcode.com/problems/create-maximum-number
322,Coin Change,Medium,49.00%,https://leetcode.com/problems/coin-change
323,Number of Connected Components in an Undirected Graph,Medium,65.10%,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph
324,Wiggle Sort II,Medium,38.10%,https://leetcode.com/problems/wiggle-sort-ii
325,Maximum Size Subarray Sum Equals k,Medium,50.90%,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k
326,Power of Three,Easy,51.50%,https://leetcode.com/problems/power-of-three
327,Count of Range Sum,Hard,39.70%,https://leetcode.com/problems/count-of-range-sum
328,Odd Even Linked List,Medium,62.70%,https://leetcode.com/problems/odd-even-linked-list
329,Longest Increasing Path in a Matrix,Hard,57.00%,https://leetcode.com/problems/longest-increasing-path-in-a-matrix
330,Patching Array,Hard,54.60%,https://leetcode.com/problems/patching-array
331,Verify Preorder Serialization of a Binary Tree,Medium,47.80%,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree
332,Reconstruct Itinerary,Hard,44.90%,https://leetcode.com/problems/reconstruct-itinerary
333,Largest BST Subtree,Medium,45.90%,https://leetcode.com/problems/largest-bst-subtree
334,Increasing Triplet Subsequence,Medium,39.60%,https://leetcode.com/problems/increasing-triplet-subsequence
335,Self Crossing,Hard,36.00%,https://leetcode.com/problems/self-crossing
336,Palindrome Pairs,Hard,37.50%,https://leetcode.com/problems/palindrome-pairs
337,House Robber III,Medium,56.20%,https://leetcode.com/problems/house-robber-iii
338,Counting Bits,Easy,80.80%,https://leetcode.com/problems/counting-bits
339,Nested List Weight Sum,Medium,86.00%,https://leetcode.com/problems/nested-list-weight-sum
340,Longest Substring with At Most K Distinct Characters,Medium,50.10%,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters
341,Flatten Nested List Iterator,Medium,65.80%,https://leetcode.com/problems/flatten-nested-list-iterator
342,Power of Four,Easy,52.50%,https://leetcode.com/problems/power-of-four
343,Integer Break,Medium,62.70%,https://leetcode.com/problems/integer-break
344,Reverse String,Easy,81.20%,https://leetcode.com/problems/reverse-string
345,Reverse Vowels of a String,Easy,62.10%,https://leetcode.com/problems/reverse-vowels-of-a-string
346,Moving Average from Data Stream,Easy,80.20%,https://leetcode.com/problems/moving-average-from-data-stream
347,Top K Frequent Elements,Medium,67.20%,https://leetcode.com/problems/top-k-frequent-elements
348,Design Tic-Tac-Toe,Medium,58.70%,https://leetcode.com/problems/design-tic-tac-toe
349,Intersection of Two Arrays,Easy,78.20%,https://leetcode.com/problems/intersection-of-two-arrays
350,Intersection of Two Arrays II,Easy,60.20%,https://leetcode.com/problems/intersection-of-two-arrays-ii
351,Android Unlock Patterns,Medium,54.10%,https://leetcode.com/problems/android-unlock-patterns
352,Data Stream as Disjoint Intervals,Hard,60.50%,https://leetcode.com/problems/data-stream-as-disjoint-intervals
353,Design Snake Game,Medium,40.10%,https://leetcode.com/problems/design-snake-game
354,Russian Doll Envelopes,Hard,38.10%,https://leetcode.com/problems/russian-doll-envelopes
355,Design Twitter,Medium,45.40%,https://leetcode.com/problems/design-twitter
356,Line Reflection,Medium,36.40%,https://leetcode.com/problems/line-reflection
357,Count Numbers with Unique Digits,Medium,56.10%,https://leetcode.com/problems/count-numbers-with-unique-digits
358,Rearrange String k Distance Apart,Hard,40.00%,https://leetcode.com/problems/rearrange-string-k-distance-apart
359,Logger Rate Limiter,Easy,76.90%,https://leetcode.com/problems/logger-rate-limiter
360,Sort Transformed Array,Medium,58.30%,https://leetcode.com/problems/sort-transformed-array
361,Bomb Enemy,Medium,52.90%,https://leetcode.com/problems/bomb-enemy
362,Design Hit Counter,Medium,69.70%,https://leetcode.com/problems/design-hit-counter
363,Max Sum of Rectangle No Larger Than K,Hard,45.90%,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k
364,Nested List Weight Sum II,Medium,67.10%,https://leetcode.com/problems/nested-list-weight-sum-ii
365,Water and Jug Problem,Medium,46.20%,https://leetcode.com/problems/water-and-jug-problem
366,Find Leaves of Binary Tree,Medium,81.40%,https://leetcode.com/problems/find-leaves-of-binary-tree
367,Valid Perfect Square,Easy,45.10%,https://leetcode.com/problems/valid-perfect-square
368,Largest Divisible Subset,Medium,50.00%,https://leetcode.com/problems/largest-divisible-subset
369,Plus One Linked List,Medium,61.20%,https://leetcode.com/problems/plus-one-linked-list
370,Range Addition,Medium,73.10%,https://leetcode.com/problems/range-addition
371,Sum of Two Integers,Medium,55.90%,https://leetcode.com/problems/sum-of-two-integers
372,Super Pow,Medium,37.40%,https://leetcode.com/problems/super-pow
373,Find K Pairs with Smallest Sums,Medium,42.30%,https://leetcode.com/problems/find-k-pairs-with-smallest-sums
374,Guess Number Higher or Lower,Easy,58.20%,https://leetcode.com/problems/guess-number-higher-or-lower
375,Guess Number Higher or Lower II,Medium,53.40%,https://leetcode.com/problems/guess-number-higher-or-lower-ii
376,Wiggle Subsequence,Medium,49.70%,https://leetcode.com/problems/wiggle-subsequence
377,Combination Sum IV,Medium,55.30%,https://leetcode.com/problems/combination-sum-iv
378,Kth Smallest Element in a Sorted Matrix,Medium,65.00%,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix
379,Design Phone Directory,Medium,53.20%,https://leetcode.com/problems/design-phone-directory
380,Insert Delete GetRandom O(1),Medium,55.50%,https://leetcode.com/problems/insert-delete-getrandom-o1
381,Insert Delete GetRandom O(1) - Duplicates allowed,Hard,36.90%,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed
382,Linked List Random Node,Medium,65.10%,https://leetcode.com/problems/linked-list-random-node
383,Ransom Note,Easy,66.30%,https://leetcode.com/problems/ransom-note
384,Shuffle an Array,Medium,60.00%,https://leetcode.com/problems/shuffle-an-array
385,Mini Parser,Medium,43.40%,https://leetcode.com/problems/mini-parser
386,Lexicographical Numbers,Medium,76.40%,https://leetcode.com/problems/lexicographical-numbers
387,First Unique Character in a String,Easy,66.20%,https://leetcode.com/problems/first-unique-character-in-a-string
388,Longest Absolute File Path,Medium,49.80%,https://leetcode.com/problems/longest-absolute-file-path
389,Find the Difference,Easy,60.60%,https://leetcode.com/problems/find-the-difference
390,Elimination Game,Medium,46.70%,https://leetcode.com/problems/elimination-game
391,Perfect Rectangle,Hard,38.90%,https://leetcode.com/problems/perfect-rectangle
392,Is Subsequence,Easy,49.40%,https://leetcode.com/problems/is-subsequence
393,UTF-8 Validation,Medium,46.60%,https://leetcode.com/problems/utf-8-validation
394,Decode String,Medium,63.10%,https://leetcode.com/problems/decode-string
395,Longest Substring with At Least K Repeating Characters,Medium,46.60%,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters
396,Rotate Function,Medium,54.10%,https://leetcode.com/problems/rotate-function
397,Integer Replacement,Medium,37.90%,https://leetcode.com/problems/integer-replacement
398,Random Pick Index,Medium,65.10%,https://leetcode.com/problems/random-pick-index
399,Evaluate Division,Medium,64.50%,https://leetcode.com/problems/evaluate-division
400,Nth Digit,Medium,38.80%,https://leetcode.com/problems/nth-digit
401,Binary Watch,Easy,66.10%,https://leetcode.com/problems/binary-watch
402,Remove K Digits,Medium,37.50%,https://leetcode.com/problems/remove-k-digits
403,Frog Jump,Hard,47.60%,https://leetcode.com/problems/frog-jump
404,Sum of Left Leaves,Easy,63.00%,https://leetcode.com/problems/sum-of-left-leaves
405,Convert a Number to Hexadecimal,Easy,54.80%,https://leetcode.com/problems/convert-a-number-to-hexadecimal
406,Queue Reconstruction by Height,Medium,75.00%,https://leetcode.com/problems/queue-reconstruction-by-height
407,Trapping Rain Water II,Hard,64.20%,https://leetcode.com/problems/trapping-rain-water-ii
408,Valid Word Abbreviation,Easy,37.10%,https://leetcode.com/problems/valid-word-abbreviation
409,Longest Palindrome,Easy,56.20%,https://leetcode.com/problems/longest-palindrome
410,Split Array Largest Sum,Hard,61.30%,https://leetcode.com/problems/split-array-largest-sum
411,Minimum Unique Word Abbreviation,Hard,40.60%,https://leetcode.com/problems/minimum-unique-word-abbreviation
412,Fizz Buzz,Easy,75.80%,https://leetcode.com/problems/fizz-buzz
413,Arithmetic Slices,Medium,64.90%,https://leetcode.com/problems/arithmetic-slices
414,Third Maximum Number,Easy,40.20%,https://leetcode.com/problems/third-maximum-number
415,Add Strings,Easy,52.20%,https://leetcode.com/problems/add-strings
416,Partition Equal Subset Sum,Medium,49.90%,https://leetcode.com/problems/partition-equal-subset-sum
417,Pacific Atlantic Water Flow,Medium,61.40%,https://leetcode.com/problems/pacific-atlantic-water-flow
418,Sentence Screen Fitting,Medium,36.40%,https://leetcode.com/problems/sentence-screen-fitting
419,Battleships in a Board,Medium,77.80%,https://leetcode.com/problems/battleships-in-a-board
420,Strong Password Checker,Hard,16.30%,https://leetcode.com/problems/strong-password-checker
421,Maximum XOR of Two Numbers in an Array,Medium,53.70%,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array
422,Valid Word Square,Easy,42.90%,https://leetcode.com/problems/valid-word-square
423,Reconstruct Original Digits from English,Medium,53.30%,https://leetcode.com/problems/reconstruct-original-digits-from-english
424,Longest Repeating Character Replacement,Medium,60.50%,https://leetcode.com/problems/longest-repeating-character-replacement
425,Word Squares,Hard,54.70%,https://leetcode.com/problems/word-squares
426,Convert Binary Search Tree to Sorted Doubly Linked List,Medium,65.60%,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list
427,Construct Quad Tree,Medium,78.60%,https://leetcode.com/problems/construct-quad-tree
428,Serialize and Deserialize N-ary Tree,Hard,68.90%,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree
429,N-ary Tree Level Order Traversal,Medium,71.60%,https://leetcode.com/problems/n-ary-tree-level-order-traversal
430,Flatten a Multilevel Doubly Linked List,Medium,63.30%,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list
431,Encode N-ary Tree to Binary Tree,Hard,80.70%,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree
432,All O\`one Data Structure,Hard,44.50%,https://leetcode.com/problems/all-oone-data-structure
433,Minimum Genetic Mutation,Medium,57.10%,https://leetcode.com/problems/minimum-genetic-mutation
434,Number of Segments in a String,Easy,37.70%,https://leetcode.com/problems/number-of-segments-in-a-string
435,Non-overlapping Intervals,Medium,57.60%,https://leetcode.com/problems/non-overlapping-intervals
436,Find Right Interval,Medium,56.40%,https://leetcode.com/problems/find-right-interval
437,Path Sum III,Medium,46.60%,https://leetcode.com/problems/path-sum-iii
438,Find All Anagrams in a String,Medium,54.40%,https://leetcode.com/problems/find-all-anagrams-in-a-string
439,Ternary Expression Parser,Medium,62.70%,https://leetcode.com/problems/ternary-expression-parser
440,K-th Smallest in Lexicographical Order,Hard,46.50%,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order
441,Arranging Coins,Easy,48.50%,https://leetcode.com/problems/arranging-coins
442,Find All Duplicates in an Array,Medium,77.10%,https://leetcode.com/problems/find-all-duplicates-in-an-array
443,String Compression,Medium,60.60%,https://leetcode.com/problems/string-compression
444,Sequence Reconstruction,Medium,31.10%,https://leetcode.com/problems/sequence-reconstruction
445,Add Two Numbers II,Medium,63.00%,https://leetcode.com/problems/add-two-numbers-ii
446,Arithmetic Slices II - Subsequence,Hard,55.20%,https://leetcode.com/problems/arithmetic-slices-ii-subsequence
447,Number of Boomerangs,Medium,58.00%,https://leetcode.com/problems/number-of-boomerangs
448,Find All Numbers Disappeared in an Array,Easy,64.60%,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array
449,Serialize and Deserialize BST,Medium,60.00%,https://leetcode.com/problems/serialize-and-deserialize-bst
450,Delete Node in a BST,Medium,55.30%,https://leetcode.com/problems/delete-node-in-a-bst
451,Sort Characters By Frequency,Medium,75.70%,https://leetcode.com/problems/sort-characters-by-frequency
452,Minimum Number of Arrows to Burst Balloons,Medium,61.80%,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons
453,Minimum Moves to Equal Array Elements,Medium,59.00%,https://leetcode.com/problems/minimum-moves-to-equal-array-elements
454,4Sum II,Medium,58.10%,https://leetcode.com/problems/4sum-ii
455,Assign Cookies,Easy,55.40%,https://leetcode.com/problems/assign-cookies
456,132 Pattern,Medium,35.00%,https://leetcode.com/problems/132-pattern
457,Circular Array Loop,Medium,38.30%,https://leetcode.com/problems/circular-array-loop
458,Poor Pigs,Hard,59.20%,https://leetcode.com/problems/poor-pigs
459,Repeated Substring Pattern,Easy,48.70%,https://leetcode.com/problems/repeated-substring-pattern
460,LFU Cache,Hard,50.10%,https://leetcode.com/problems/lfu-cache
461,Hamming Distance,Easy,77.00%,https://leetcode.com/problems/hamming-distance
462,Minimum Moves to Equal Array Elements II,Medium,62.30%,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii
463,Island Perimeter,Easy,74.30%,https://leetcode.com/problems/island-perimeter
464,Can I Win,Medium,31.70%,https://leetcode.com/problems/can-i-win
465,Optimal Account Balancing,Hard,50.60%,https://leetcode.com/problems/optimal-account-balancing
466,Count The Repetitions,Hard,35.70%,https://leetcode.com/problems/count-the-repetitions
467,Unique Substrings in Wraparound String,Medium,43.80%,https://leetcode.com/problems/unique-substrings-in-wraparound-string
468,Validate IP Address,Medium,28.50%,https://leetcode.com/problems/validate-ip-address
469,Convex Polygon,Medium,40.30%,https://leetcode.com/problems/convex-polygon
470,Implement Rand10() Using Rand7(),Medium,46.60%,https://leetcode.com/problems/implement-rand10-using-rand7
471,Encode String with Shortest Length,Hard,50.60%,https://leetcode.com/problems/encode-string-with-shortest-length
472,Concatenated Words,Hard,49.90%,https://leetcode.com/problems/concatenated-words
473,Matchsticks to Square,Medium,42.20%,https://leetcode.com/problems/matchsticks-to-square
474,Ones and Zeroes,Medium,53.70%,https://leetcode.com/problems/ones-and-zeroes
475,Heaters,Medium,42.50%,https://leetcode.com/problems/heaters
476,Number Complement,Easy,70.50%,https://leetcode.com/problems/number-complement
477,Total Hamming Distance,Medium,55.40%,https://leetcode.com/problems/total-hamming-distance
478,Generate Random Point in a Circle,Medium,43.60%,https://leetcode.com/problems/generate-random-point-in-a-circle
479,Largest Palindrome Product,Hard,39.70%,https://leetcode.com/problems/largest-palindrome-product
480,Sliding Window Median,Hard,39.10%,https://leetcode.com/problems/sliding-window-median
481,Magical String,Medium,56.20%,https://leetcode.com/problems/magical-string
482,License Key Formatting,Easy,46.50%,https://leetcode.com/problems/license-key-formatting
483,Smallest Good Base,Hard,47.20%,https://leetcode.com/problems/smallest-good-base
484,Find Permutation,Medium,66.70%,https://leetcode.com/problems/find-permutation
485,Max Consecutive Ones,Easy,66.00%,https://leetcode.com/problems/max-consecutive-ones
486,Predict the Winner,Medium,59.90%,https://leetcode.com/problems/predict-the-winner
